Day,Lat,Lon,Tmax
1,8.5,72.5,5.02
1,8.5,73.5,4.68
1,8.5,74.5,6.3
1,8.5,75.5,7.91
1,8.5,78.5,1.2
1,9.5,73.5,4.65
1,9.5,74.5,5.39
1,9.5,75.5,6.43
1,9.5,76.5,4.3
1,9.5,77.5,3.48
1,9.5,78.5,4.2
1,9.5,79.5,0.16
1,10.5,73.5,5.5
1,10.5,74.5,3.95
1,10.5,75.5,2
1,10.5,76.5,3.33
1,10.5,77.5,3.28
1,10.5,78.5,0.2
1,10.5,79.5,1.56
1,11.5,73.5,5.07
1,11.5,74.5,3.17
1,11.5,75.5,-5.06
1,11.5,76.5,2.55
1,11.5,77.5,2.26
1,11.5,78.5,2.22
1,11.5,79.5,4.2
1,12.5,74.5,-3.48
1,12.5,75.5,-2.31
1,12.5,76.5,-0.05
1,12.5,77.5,2.68
1,12.5,78.5,3.52
1,12.5,79.5,2.32
1,13.5,74.5,3.75
1,13.5,75.5,2.62
1,13.5,76.5,3.21
1,13.5,77.5,4.64
1,13.5,78.5,4.27
1,13.5,79.5,2.62
1,14.5,73.5,5.02
1,14.5,74.5,4.78
1,14.5,75.5,4.38
1,14.5,76.5,1.89
1,14.5,77.5,2.32
1,14.5,78.5,2.46
1,14.5,79.5,1.57
1,14.5,80.5,2.67
1,15.5,72.5,5.19
1,15.5,73.5,4.65
1,15.5,74.5,4.37
1,15.5,75.5,3.36
1,15.5,76.5,3.93
1,15.5,77.5,2.16
1,15.5,78.5,2.3
1,15.5,79.5,1.34
1,15.5,80.5,2.07
1,15.5,94.5,0.35
1,15.5,95.5,-0.16
1,15.5,96.5,1.2
1,16.5,70.5,4.95
1,16.5,71.5,4.65
1,16.5,72.5,4.38
1,16.5,73.5,4.66
1,16.5,74.5,4.87
1,16.5,75.5,5.47
1,16.5,76.5,5.1
1,16.5,77.5,4.14
1,16.5,78.5,3.64
1,16.5,79.5,1.52
1,16.5,80.5,1.19
1,16.5,81.5,-0.48
1,16.5,88.5,2.73
1,16.5,91.5,2.15
1,16.5,92.5,2.14
1,16.5,93.5,1.36
1,16.5,94.5,0.03
1,16.5,95.5,-1.65
1,16.5,96.5,-0.83
1,17.5,69.5,5.5
1,17.5,70.5,4.86
1,17.5,71.5,4.18
1,17.5,72.5,4.77
1,17.5,73.5,4.33
1,17.5,74.5,5.35
1,17.5,75.5,4.96
1,17.5,76.5,4.21
1,17.5,77.5,3.94
1,17.5,78.5,3.86
1,17.5,79.5,3.51
1,17.5,80.5,2.39
1,17.5,81.5,1.31
1,17.5,82.5,0.86
1,17.5,83.5,0.34
1,17.5,84.5,0.29
1,17.5,88.5,-1.48
1,17.5,89.5,-4.25
1,17.5,90.5,-4.4
1,17.5,91.5,-1.81
1,17.5,92.5,-0.11
1,17.5,93.5,-0.32
1,17.5,94.5,-0.44
1,17.5,95.5,-1.12
1,17.5,96.5,-1.4
1,18.5,70.5,4.66
1,18.5,71.5,3.45
1,18.5,72.5,2.8
1,18.5,73.5,3.76
1,18.5,74.5,4.31
1,18.5,75.5,3.79
1,18.5,76.5,4.07
1,18.5,77.5,2.99
1,18.5,78.5,3.69
1,18.5,79.5,3.69
1,18.5,80.5,3.02
1,18.5,81.5,1.55
1,18.5,82.5,1.57
1,18.5,83.5,0.54
1,18.5,84.5,-0.1
1,18.5,85.5,-1.76
1,18.5,86.5,-2.28
1,18.5,87.5,-7.31
1,18.5,88.5,-8.89
1,18.5,89.5,-3.53
1,18.5,90.5,-7.25
1,18.5,91.5,-6.42
1,18.5,92.5,-3.49
1,18.5,93.5,-2.67
1,18.5,94.5,-2.42
1,18.5,95.5,-2.01
1,19.5,70.5,4.06
1,19.5,71.5,4.66
1,19.5,72.5,4.19
1,19.5,73.5,2.54
1,19.5,74.5,3.5
1,19.5,75.5,2.77
1,19.5,76.5,2.73
1,19.5,77.5,3.24
1,19.5,78.5,3.3
1,19.5,79.5,4.08
1,19.5,80.5,3.7
1,19.5,81.5,2.51
1,19.5,82.5,1.83
1,19.5,83.5,0.93
1,19.5,84.5,0.39
1,19.5,85.5,-2.02
1,19.5,86.5,-3.23
1,19.5,87.5,-4.81
1,19.5,88.5,-4.18
1,19.5,90.5,-5.69
1,19.5,91.5,-9.35
1,19.5,92.5,-7.92
1,19.5,93.5,-5.7
1,19.5,94.5,-3.84
1,20.5,68.5,4.32
1,20.5,69.5,4.15
1,20.5,70.5,3.16
1,20.5,71.5,4.64
1,20.5,72.5,3.01
1,20.5,73.5,3.61
1,20.5,74.5,1.87
1,20.5,75.5,2.22
1,20.5,76.5,1.44
1,20.5,77.5,1.81
1,20.5,78.5,2.29
1,20.5,79.5,3.57
1,20.5,80.5,3.59
1,20.5,81.5,3.79
1,20.5,82.5,2.58
1,20.5,83.5,2.67
1,20.5,84.5,2.72
1,20.5,85.5,-0.11
1,20.5,86.5,-1.98
1,20.5,87.5,-3.63
1,20.5,88.5,-1.98
1,20.5,91.5,-8.93
1,20.5,92.5,-7.63
1,20.5,93.5,-6.77
1,20.5,94.5,-5.69
1,21.5,68.5,3.35
1,21.5,69.5,3.85
1,21.5,70.5,2.81
1,21.5,71.5,2.85
1,21.5,72.5,1.14
1,21.5,73.5,0.05
1,21.5,74.5,0.29
1,21.5,75.5,0.83
1,21.5,76.5,1.15
1,21.5,77.5,0.05
1,21.5,78.5,2.24
1,21.5,79.5,0.96
1,21.5,80.5,2.71
1,21.5,81.5,3.42
1,21.5,82.5,2.31
1,21.5,83.5,4.43
1,21.5,84.5,2.14
1,21.5,85.5,1.18
1,21.5,86.5,2.55
1,21.5,87.5,-0.16
1,21.5,88.5,-2.98
1,21.5,91.5,-5.99
1,21.5,92.5,-5.83
1,21.5,93.5,-4.74
1,22.5,69.5,3.45
1,22.5,70.5,2.33
1,22.5,71.5,2.31
1,22.5,72.5,1.92
1,22.5,73.5,1.12
1,22.5,74.5,0.41
1,22.5,75.5,0.14
1,22.5,76.5,-0.43
1,22.5,77.5,0.83
1,22.5,78.5,1.34
1,22.5,79.5,0.38
1,22.5,80.5,2.63
1,22.5,81.5,2.45
1,22.5,82.5,-0.36
1,22.5,83.5,1.8
1,22.5,84.5,1.82
1,22.5,85.5,0.8
1,22.5,86.5,4.42
1,22.5,87.5,-0.6
1,22.5,88.5,-3.17
1,22.5,92.5,-4.17
1,23.5,69.5,1.93
1,23.5,70.5,1.21
1,23.5,71.5,2.14
1,23.5,72.5,0.29
1,23.5,73.5,-1.01
1,23.5,74.5,-0.54
1,23.5,75.5,0.45
1,23.5,76.5,0.18
1,23.5,77.5,-0.99
1,23.5,78.5,-1.35
1,23.5,79.5,-1.44
1,23.5,80.5,-0.03
1,23.5,81.5,-0.56
1,23.5,82.5,0.61
1,23.5,83.5,0.9
1,23.5,84.5,2.36
1,23.5,85.5,2.4
1,23.5,86.5,3.46
1,23.5,87.5,0.47
1,23.5,88.5,-0.79
1,24.5,70.5,1.54
1,24.5,71.5,0.97
1,24.5,72.5,0.85
1,24.5,73.5,-0.54
1,24.5,74.5,0.16
1,24.5,75.5,1.41
1,24.5,76.5,0.64
1,24.5,77.5,-0.32
1,24.5,78.5,-0.23
1,24.5,79.5,-1.38
1,24.5,80.5,2.28
1,24.5,81.5,-0.27
1,24.5,82.5,0.13
1,24.5,83.5,4.25
1,24.5,84.5,3.32
1,24.5,85.5,0.79
1,24.5,86.5,1.75
1,25.5,72.5,2.04
1,25.5,73.5,0.13
1,25.5,74.5,0.27
1,25.5,75.5,1.05
1,25.5,76.5,0.73
1,25.5,77.5,0.25
1,25.5,78.5,-0.37
1,25.5,79.5,1.18
1,25.5,80.5,0.98
1,25.5,81.5,3.1
1,25.5,82.5,1.76
1,25.5,83.5,3.38
1,25.5,84.5,2.17
1,25.5,85.5,0.41
1,26.5,72.5,0.19
1,26.5,73.5,-0.38
1,26.5,74.5,0.02
1,26.5,75.5,0.28
1,26.5,76.5,1.16
1,26.5,77.5,1.14
1,26.5,78.5,0.07
1,26.5,79.5,-1.31
1,26.5,80.5,1.3
1,26.5,81.5,1.27
1,26.5,82.5,1.83
1,26.5,83.5,2.22
1,26.5,84.5,1.97
1,27.5,73.5,0.56
1,27.5,74.5,-0.54
1,27.5,75.5,0.07
1,27.5,76.5,0.18
1,27.5,77.5,0.34
1,27.5,78.5,-0.41
1,27.5,79.5,-0.16
1,27.5,80.5,1.21
1,27.5,81.5,0.57
1,27.5,82.5,0.53
1,27.5,83.5,0.34
1,28.5,73.5,1.04
1,28.5,74.5,0.08
1,28.5,75.5,-0.06
1,28.5,76.5,-0.14
1,28.5,77.5,-0.56
1,28.5,78.5,-0.91
1,28.5,79.5,0.62
1,28.5,80.5,1.69
1,28.5,81.5,1.1
1,28.5,82.5,1.46
1,29.5,73.5,0.68
1,29.5,74.5,0.47
1,29.5,75.5,-0.08
1,29.5,76.5,-0.01
1,29.5,77.5,-0.8
1,29.5,78.5,0.02
1,29.5,79.5,1.23
1,29.5,80.5,1.47
1,30.5,74.5,0.37
1,30.5,75.5,-0.38
1,30.5,76.5,0.22
1,30.5,77.5,3.28
1,30.5,78.5,0.52
1,30.5,79.5,2.23
1,30.5,80.5,1.3
1,31.5,74.5,-0.39
1,31.5,75.5,-0.46
1,31.5,76.5,-0.64
1,31.5,77.5,1.8
1,31.5,78.5,0.37
1,31.5,79.5,1.43
1,31.5,80.5,2.47
1,32.5,74.5,-1.02
1,32.5,75.5,1.17
1,32.5,76.5,1.76
1,32.5,77.5,-0.93
1,32.5,78.5,1.57
1,32.5,79.5,3.74
1,32.5,80.5,3.25
1,32.5,92.5,-1.42
1,33.5,72.5,0.02
1,33.5,75.5,-3.6
1,33.5,76.5,-4.19
1,33.5,77.5,2.01
1,33.5,78.5,0.51
1,33.5,79.5,2.59
1,33.5,92.5,-0.58
1,34.5,75.5,-2.11
1,34.5,76.5,-2.52
1,34.5,77.5,2.77
1,34.5,78.5,3.38
1,34.5,79.5,2.75
1,34.5,92.5,-0.77
1,35.5,76.5,-0.06
1,35.5,77.5,0.57
1,35.5,78.5,0.9
1,35.5,79.5,2.54
1,35.5,92.5,-0.13
1,36.5,73.5,0.72
1,36.5,76.5,-0.7
1,36.5,77.5,1.52
1,36.5,78.5,1.12
2,8.5,72.5,2.79
2,8.5,73.5,2.84
2,8.5,74.5,4.27
2,8.5,75.5,5.12
2,8.5,78.5,-4.27
2,9.5,73.5,1.94
2,9.5,74.5,3.03
2,9.5,75.5,4.64
2,9.5,76.5,3.36
2,9.5,77.5,2.92
2,9.5,78.5,3.07
2,9.5,79.5,-1.37
2,10.5,73.5,0.63
2,10.5,74.5,0.56
2,10.5,75.5,0.76
2,10.5,76.5,2.6
2,10.5,77.5,2.65
2,10.5,78.5,0.13
2,10.5,79.5,1.1
2,11.5,73.5,-2.26
2,11.5,74.5,-1.99
2,11.5,75.5,-6.46
2,11.5,76.5,2.28
2,11.5,77.5,1.6
2,11.5,78.5,0.88
2,11.5,79.5,2.87
2,12.5,74.5,-8.67
2,12.5,75.5,-3.64
2,12.5,76.5,-0.9
2,12.5,77.5,0.73
2,12.5,78.5,1.75
2,12.5,79.5,0.7
2,13.5,74.5,-0.81
2,13.5,75.5,1.27
2,13.5,76.5,1.61
2,13.5,77.5,2.2
2,13.5,78.5,2.75
2,13.5,79.5,1.62
2,14.5,73.5,-3.09
2,14.5,74.5,-0.29
2,14.5,75.5,2.48
2,14.5,76.5,0.15
2,14.5,77.5,-0.05
2,14.5,78.5,0.01
2,14.5,79.5,-0.79
2,14.5,80.5,0.79
2,15.5,72.5,-3.26
2,15.5,73.5,-3.24
2,15.5,74.5,-1.58
2,15.5,75.5,0.04
2,15.5,76.5,1.88
2,15.5,77.5,0.28
2,15.5,78.5,-0.77
2,15.5,79.5,-2.33
2,15.5,80.5,-0.97
2,15.5,94.5,0.01
2,15.5,95.5,-1.71
2,15.5,96.5,-0.43
2,16.5,70.5,-3.36
2,16.5,71.5,-3.07
2,16.5,72.5,-3.28
2,16.5,73.5,-2.22
2,16.5,74.5,-0.95
2,16.5,75.5,1.4
2,16.5,76.5,3.15
2,16.5,77.5,3.08
2,16.5,78.5,2.14
2,16.5,79.5,-0.47
2,16.5,80.5,-0.94
2,16.5,81.5,-1.94
2,16.5,88.5,3.6
2,16.5,91.5,2.36
2,16.5,92.5,2.84
2,16.5,93.5,1.48
2,16.5,94.5,-1.21
2,16.5,95.5,-2.95
2,16.5,96.5,-2.66
2,17.5,69.5,-5.18
2,17.5,70.5,-4.43
2,17.5,71.5,-3.65
2,17.5,72.5,-1.87
2,17.5,73.5,-1.78
2,17.5,74.5,0.27
2,17.5,75.5,1.23
2,17.5,76.5,1.88
2,17.5,77.5,2.74
2,17.5,78.5,3.61
2,17.5,79.5,3.01
2,17.5,80.5,2.12
2,17.5,81.5,0.83
2,17.5,82.5,0.71
2,17.5,83.5,1.34
2,17.5,84.5,2.2
2,17.5,88.5,-0.12
2,17.5,89.5,-3.18
2,17.5,90.5,-3.77
2,17.5,91.5,-1.47
2,17.5,92.5,0.37
2,17.5,93.5,-0.18
2,17.5,94.5,-1.56
2,17.5,95.5,-2.92
2,17.5,96.5,-3.08
2,18.5,70.5,-3.85
2,18.5,71.5,-3.36
2,18.5,72.5,-2.77
2,18.5,73.5,-1.37
2,18.5,74.5,-0.07
2,18.5,75.5,0.87
2,18.5,76.5,2.39
2,18.5,77.5,1.86
2,18.5,78.5,2.88
2,18.5,79.5,3.19
2,18.5,80.5,2.81
2,18.5,81.5,1.58
2,18.5,82.5,1.88
2,18.5,83.5,1.32
2,18.5,84.5,1.71
2,18.5,85.5,0.37
2,18.5,86.5,0.28
2,18.5,87.5,-4.05
2,18.5,88.5,-5.65
2,18.5,89.5,-0.72
2,18.5,90.5,-4.64
2,18.5,91.5,-5.06
2,18.5,92.5,-2.29
2,18.5,93.5,-1.61
2,18.5,94.5,-2.08
2,18.5,95.5,-2.63
2,19.5,70.5,-2.47
2,19.5,71.5,-0.63
2,19.5,72.5,-0.02
2,19.5,73.5,-1.17
2,19.5,74.5,-0.16
2,19.5,75.5,0.55
2,19.5,76.5,1.47
2,19.5,77.5,2.41
2,19.5,78.5,2.39
2,19.5,79.5,2.91
2,19.5,80.5,2.87
2,19.5,81.5,2.47
2,19.5,82.5,2.68
2,19.5,83.5,2.02
2,19.5,84.5,1.5
2,19.5,85.5,-0.68
2,19.5,86.5,-1.74
2,19.5,87.5,-2.4
2,19.5,88.5,-0.55
2,19.5,90.5,-1.75
2,19.5,91.5,-6.42
2,19.5,92.5,-6.17
2,19.5,93.5,-4.03
2,19.5,94.5,-2.37
2,20.5,68.5,0.64
2,20.5,69.5,-0.38
2,20.5,70.5,-1.38
2,20.5,71.5,0.84
2,20.5,72.5,0.15
2,20.5,73.5,0.99
2,20.5,74.5,-0.35
2,20.5,75.5,0.71
2,20.5,76.5,0.5
2,20.5,77.5,1.1
2,20.5,78.5,1.7
2,20.5,79.5,2.64
2,20.5,80.5,2.86
2,20.5,81.5,3.53
2,20.5,82.5,3.06
2,20.5,83.5,3.54
2,20.5,84.5,3.09
2,20.5,85.5,0.05
2,20.5,86.5,-1.62
2,20.5,87.5,-2.13
2,20.5,88.5,0.92
2,20.5,91.5,-5.8
2,20.5,92.5,-6.02
2,20.5,93.5,-6.11
2,20.5,94.5,-4.81
2,21.5,68.5,1.42
2,21.5,69.5,1.32
2,21.5,70.5,0.03
2,21.5,71.5,0.04
2,21.5,72.5,-1.07
2,21.5,73.5,-1.82
2,21.5,74.5,-1.33
2,21.5,75.5,-0.13
2,21.5,76.5,0.67
2,21.5,77.5,-0.23
2,21.5,78.5,1.75
2,21.5,79.5,0.27
2,21.5,80.5,1.95
2,21.5,81.5,2.8
2,21.5,82.5,2.27
2,21.5,83.5,4.93
2,21.5,84.5,2.39
2,21.5,85.5,1.38
2,21.5,86.5,2.2
2,21.5,87.5,0.08
2,21.5,88.5,-1.24
2,21.5,91.5,-3.65
2,21.5,92.5,-5.11
2,21.5,93.5,-5.43
2,22.5,69.5,2.32
2,22.5,70.5,0.12
2,22.5,71.5,-0.09
2,22.5,72.5,0.46
2,22.5,73.5,-0.11
2,22.5,74.5,-0.59
2,22.5,75.5,-0.49
2,22.5,76.5,-0.61
2,22.5,77.5,0.92
2,22.5,78.5,1.41
2,22.5,79.5,0.18
2,22.5,80.5,2.5
2,22.5,81.5,2.21
2,22.5,82.5,-0.48
2,22.5,83.5,2.04
2,22.5,84.5,2.35
2,22.5,85.5,1.8
2,22.5,86.5,5.57
2,22.5,87.5,-0.22
2,22.5,88.5,-2.53
2,22.5,92.5,-3.65
2,23.5,69.5,0.74
2,23.5,70.5,0
2,23.5,71.5,0.92
2,23.5,72.5,-0.56
2,23.5,73.5,-1.6
2,23.5,74.5,-1.08
2,23.5,75.5,0.36
2,23.5,76.5,0.23
2,23.5,77.5,-0.87
2,23.5,78.5,-0.95
2,23.5,79.5,-1.32
2,23.5,80.5,0.18
2,23.5,81.5,-0.41
2,23.5,82.5,0.71
2,23.5,83.5,1.45
2,23.5,84.5,2.52
2,23.5,85.5,2.99
2,23.5,86.5,4.73
2,23.5,87.5,1
2,23.5,88.5,-0.26
2,24.5,70.5,1.01
2,24.5,71.5,0.57
2,24.5,72.5,0.76
2,24.5,73.5,-0.93
2,24.5,74.5,-0.35
2,24.5,75.5,1.33
2,24.5,76.5,1.05
2,24.5,77.5,0.22
2,24.5,78.5,1.21
2,24.5,79.5,-0.18
2,24.5,80.5,2.75
2,24.5,81.5,-0.27
2,24.5,82.5,0.33
2,24.5,83.5,4.54
2,24.5,84.5,2.71
2,24.5,85.5,0.73
2,24.5,86.5,2.53
2,25.5,72.5,2.32
2,25.5,73.5,0.15
2,25.5,74.5,0.08
2,25.5,75.5,0.97
2,25.5,76.5,1.02
2,25.5,77.5,1.11
2,25.5,78.5,2.16
2,25.5,79.5,3.34
2,25.5,80.5,1.3
2,25.5,81.5,2.32
2,25.5,82.5,1.07
2,25.5,83.5,2.97
2,25.5,84.5,1.57
2,25.5,85.5,0.15
2,26.5,72.5,0.49
2,26.5,73.5,0.05
2,26.5,74.5,0.19
2,26.5,75.5,0.36
2,26.5,76.5,1.48
2,26.5,77.5,2.04
2,26.5,78.5,2.28
2,26.5,79.5,0.22
2,26.5,80.5,0.66
2,26.5,81.5,0.3
2,26.5,82.5,1
2,26.5,83.5,1.97
2,26.5,84.5,2.17
2,27.5,73.5,0.95
2,27.5,74.5,0.05
2,27.5,75.5,0.54
2,27.5,76.5,0.62
2,27.5,77.5,1.73
2,27.5,78.5,1.22
2,27.5,79.5,0.26
2,27.5,80.5,0.97
2,27.5,81.5,0.29
2,27.5,82.5,0.49
2,27.5,83.5,0.75
2,28.5,73.5,1.64
2,28.5,74.5,1.09
2,28.5,75.5,0.69
2,28.5,76.5,0.41
2,28.5,77.5,0.84
2,28.5,78.5,0.86
2,28.5,79.5,1.39
2,28.5,80.5,2.1
2,28.5,81.5,1.29
2,28.5,82.5,1.57
2,29.5,73.5,1.3
2,29.5,74.5,1.92
2,29.5,75.5,1.34
2,29.5,76.5,0.72
2,29.5,77.5,0
2,29.5,78.5,0.71
2,29.5,79.5,1.62
2,29.5,80.5,1.6
2,30.5,74.5,1.65
2,30.5,75.5,1.72
2,30.5,76.5,0.92
2,30.5,77.5,2.82
2,30.5,78.5,0.31
2,30.5,79.5,2.5
2,30.5,80.5,1.31
2,31.5,74.5,0.63
2,31.5,75.5,1.17
2,31.5,76.5,-0.21
2,31.5,77.5,1.01
2,31.5,78.5,-0.01
2,31.5,79.5,1.52
2,31.5,80.5,2.39
2,32.5,74.5,-0.55
2,32.5,75.5,2.48
2,32.5,76.5,1.91
2,32.5,77.5,-1.34
2,32.5,78.5,1.37
2,32.5,79.5,3.5
2,32.5,80.5,3.17
2,32.5,92.5,-1.18
2,33.5,72.5,-0.16
2,33.5,75.5,-3.02
2,33.5,76.5,-4.3
2,33.5,77.5,2.09
2,33.5,78.5,0.81
2,33.5,79.5,2.66
2,33.5,92.5,-0.79
2,34.5,75.5,-1.92
2,34.5,76.5,-2.64
2,34.5,77.5,2.98
2,34.5,78.5,3.81
2,34.5,79.5,2.9
2,34.5,92.5,-1.12
2,35.5,76.5,-0.18
2,35.5,77.5,0.47
2,35.5,78.5,1.12
2,35.5,79.5,2.34
2,35.5,92.5,-0.45
2,36.5,73.5,0.24
2,36.5,76.5,-0.9
2,36.5,77.5,1.37
2,36.5,78.5,1.08
3,8.5,72.5,1.54
3,8.5,73.5,0.8
3,8.5,74.5,2.37
3,8.5,75.5,4.13
3,8.5,78.5,-4.54
3,9.5,73.5,0.21
3,9.5,74.5,0.89
3,9.5,75.5,2.63
3,9.5,76.5,1.87
3,9.5,77.5,1.85
3,9.5,78.5,1.49
3,9.5,79.5,-2.36
3,10.5,73.5,0.41
3,10.5,74.5,-0.43
3,10.5,75.5,-1.16
3,10.5,76.5,1.14
3,10.5,77.5,1.46
3,10.5,78.5,-0.71
3,10.5,79.5,0
3,11.5,73.5,-0.43
3,11.5,74.5,-0.81
3,11.5,75.5,-7.2
3,11.5,76.5,0.96
3,11.5,77.5,0.67
3,11.5,78.5,-0.34
3,11.5,79.5,1.35
3,12.5,74.5,-7.17
3,12.5,75.5,-4.32
3,12.5,76.5,-2.54
3,12.5,77.5,-0.89
3,12.5,78.5,0.3
3,12.5,79.5,-0.49
3,13.5,74.5,-1
3,13.5,75.5,-1.12
3,13.5,76.5,0.22
3,13.5,77.5,1.26
3,13.5,78.5,1.81
3,13.5,79.5,0.71
3,14.5,73.5,-2.03
3,14.5,74.5,-0.78
3,14.5,75.5,0.52
3,14.5,76.5,-1.2
3,14.5,77.5,-0.9
3,14.5,78.5,-0.4
3,14.5,79.5,-1.22
3,14.5,80.5,-0.43
3,15.5,72.5,-3.24
3,15.5,73.5,-3.1
3,15.5,74.5,-2.19
3,15.5,75.5,-2.15
3,15.5,76.5,-0.26
3,15.5,77.5,-0.75
3,15.5,78.5,-0.79
3,15.5,79.5,-1.95
3,15.5,80.5,-1.15
3,15.5,94.5,0.31
3,15.5,95.5,-2.11
3,15.5,96.5,-0.89
3,16.5,70.5,-3.86
3,16.5,71.5,-4.34
3,16.5,72.5,-4.76
3,16.5,73.5,-3.84
3,16.5,74.5,-3.27
3,16.5,75.5,-1.7
3,16.5,76.5,-0.03
3,16.5,77.5,0.87
3,16.5,78.5,1.49
3,16.5,79.5,0.02
3,16.5,80.5,-0.34
3,16.5,81.5,-1.55
3,16.5,88.5,4.24
3,16.5,91.5,3.97
3,16.5,92.5,3.63
3,16.5,93.5,2.02
3,16.5,94.5,-1.25
3,16.5,95.5,-3.16
3,16.5,96.5,-3.05
3,17.5,69.5,-5.14
3,17.5,70.5,-4.83
3,17.5,71.5,-5.11
3,17.5,72.5,-4.23
3,17.5,73.5,-4.53
3,17.5,74.5,-2.43
3,17.5,75.5,-1.71
3,17.5,76.5,-1.41
3,17.5,77.5,-0.23
3,17.5,78.5,1.29
3,17.5,79.5,1.88
3,17.5,80.5,2.06
3,17.5,81.5,1.68
3,17.5,82.5,1.76
3,17.5,83.5,2.08
3,17.5,84.5,2.73
3,17.5,88.5,1.25
3,17.5,89.5,-1.7
3,17.5,90.5,-2.28
3,17.5,91.5,-0.05
3,17.5,92.5,1.39
3,17.5,93.5,0.08
3,17.5,94.5,-1.43
3,17.5,95.5,-2.58
3,17.5,96.5,-3.46
3,18.5,70.5,-5.71
3,18.5,71.5,-5.65
3,18.5,72.5,-5.5
3,18.5,73.5,-4.05
3,18.5,74.5,-2.91
3,18.5,75.5,-2.32
3,18.5,76.5,-0.76
3,18.5,77.5,-1.12
3,18.5,78.5,0.64
3,18.5,79.5,1.56
3,18.5,80.5,2.19
3,18.5,81.5,2.06
3,18.5,82.5,2.5
3,18.5,83.5,2.01
3,18.5,84.5,2.91
3,18.5,85.5,1.97
3,18.5,86.5,2.49
3,18.5,87.5,-1.83
3,18.5,88.5,-3.93
3,18.5,89.5,0.35
3,18.5,90.5,-4.22
3,18.5,91.5,-3.81
3,18.5,92.5,-1.19
3,18.5,93.5,-0.75
3,18.5,94.5,-1.42
3,18.5,95.5,-1.84
3,19.5,70.5,-5.39
3,19.5,71.5,-3.74
3,19.5,72.5,-3.05
3,19.5,73.5,-3.9
3,19.5,74.5,-2.32
3,19.5,75.5,-2.4
3,19.5,76.5,-1.51
3,19.5,77.5,-0.39
3,19.5,78.5,0.63
3,19.5,79.5,1.48
3,19.5,80.5,1.98
3,19.5,81.5,2.06
3,19.5,82.5,2.43
3,19.5,83.5,1.96
3,19.5,84.5,2.09
3,19.5,85.5,0.63
3,19.5,86.5,0.41
3,19.5,87.5,0.38
3,19.5,88.5,1.6
3,19.5,90.5,-0.34
3,19.5,91.5,-4.67
3,19.5,92.5,-4.02
3,19.5,93.5,-2.19
3,19.5,94.5,-0.74
3,20.5,68.5,-0.5
3,20.5,69.5,-2.7
3,20.5,70.5,-4.5
3,20.5,71.5,-2.61
3,20.5,72.5,-3.27
3,20.5,73.5,-1.8
3,20.5,74.5,-2.84
3,20.5,75.5,-1.8
3,20.5,76.5,-1.79
3,20.5,77.5,-0.88
3,20.5,78.5,0.47
3,20.5,79.5,1.69
3,20.5,80.5,2.18
3,20.5,81.5,3.13
3,20.5,82.5,2.25
3,20.5,83.5,2.89
3,20.5,84.5,3.27
3,20.5,85.5,0.68
3,20.5,86.5,0.12
3,20.5,87.5,0.22
3,20.5,88.5,3.19
3,20.5,91.5,-3.55
3,20.5,92.5,-3.69
3,20.5,93.5,-4.07
3,20.5,94.5,-2.59
3,21.5,68.5,0.64
3,21.5,69.5,-0.08
3,21.5,70.5,-2.47
3,21.5,71.5,-3.32
3,21.5,72.5,-4.71
3,21.5,73.5,-4.95
3,21.5,74.5,-3.77
3,21.5,75.5,-2.32
3,21.5,76.5,-1.09
3,21.5,77.5,-1.5
3,21.5,78.5,0.69
3,21.5,79.5,-0.43
3,21.5,80.5,1.76
3,21.5,81.5,2.87
3,21.5,82.5,2.03
3,21.5,83.5,4.28
3,21.5,84.5,1.99
3,21.5,85.5,1.27
3,21.5,86.5,3.17
3,21.5,87.5,1.95
3,21.5,88.5,0.51
3,21.5,91.5,-2.14
3,21.5,92.5,-2.96
3,21.5,93.5,-3.14
3,22.5,69.5,1.39
3,22.5,70.5,-1.77
3,22.5,71.5,-3.23
3,22.5,72.5,-2.42
3,22.5,73.5,-2.75
3,22.5,74.5,-2.9
3,22.5,75.5,-2.48
3,22.5,76.5,-1.75
3,22.5,77.5,0.04
3,22.5,78.5,1.09
3,22.5,79.5,0.18
3,22.5,80.5,2.5
3,22.5,81.5,2.36
3,22.5,82.5,-0.34
3,22.5,83.5,2
3,22.5,84.5,2.07
3,22.5,85.5,1.86
3,22.5,86.5,6.51
3,22.5,87.5,1.77
3,22.5,88.5,-0.7
3,22.5,92.5,-1.95
3,23.5,69.5,0.17
3,23.5,70.5,-1.37
3,23.5,71.5,-1.04
3,23.5,72.5,-2.09
3,23.5,73.5,-2.53
3,23.5,74.5,-2.66
3,23.5,75.5,-1.18
3,23.5,76.5,-0.85
3,23.5,77.5,-1.13
3,23.5,78.5,-0.97
3,23.5,79.5,-0.67
3,23.5,80.5,0.89
3,23.5,81.5,-0.69
3,23.5,82.5,0.47
3,23.5,83.5,1.49
3,23.5,84.5,2.47
3,23.5,85.5,3.72
3,23.5,86.5,6.22
3,23.5,87.5,2.38
3,23.5,88.5,0.64
3,24.5,70.5,0.23
3,24.5,71.5,-0.26
3,24.5,72.5,0.53
3,24.5,73.5,-1.26
3,24.5,74.5,-1.06
3,24.5,75.5,0.46
3,24.5,76.5,-0.04
3,24.5,77.5,-0.24
3,24.5,78.5,0.94
3,24.5,79.5,-0.02
3,24.5,80.5,3.02
3,24.5,81.5,-0.22
3,24.5,82.5,0.76
