Day,Lat,Lon,Tmax
17,24.5,84.5,4.01
17,24.5,85.5,2.17
17,24.5,86.5,3.2
17,25.5,72.5,3.14
17,25.5,73.5,1.15
17,25.5,74.5,-0.63
17,25.5,75.5,-0.63
17,25.5,76.5,-0.54
17,25.5,77.5,-0.68
17,25.5,78.5,-0.52
17,25.5,79.5,1.64
17,25.5,80.5,1.08
17,25.5,81.5,2.74
17,25.5,82.5,2.02
17,25.5,83.5,3.62
17,25.5,84.5,2.67
17,25.5,85.5,1.19
17,26.5,72.5,0.59
17,26.5,73.5,0.4
17,26.5,74.5,-0.4
17,26.5,75.5,-1.29
17,26.5,76.5,-0.24
17,26.5,77.5,0.07
17,26.5,78.5,-0.36
17,26.5,79.5,-0.68
17,26.5,80.5,1.45
17,26.5,81.5,0.84
17,26.5,82.5,1.52
17,26.5,83.5,2.49
17,26.5,84.5,2.08
17,27.5,73.5,1.28
17,27.5,74.5,-0.15
17,27.5,75.5,-0.4
17,27.5,76.5,-0.79
17,27.5,77.5,-0.34
17,27.5,78.5,-0.16
17,27.5,79.5,0.11
17,27.5,80.5,1.23
17,27.5,81.5,0.28
17,27.5,82.5,0.19
17,27.5,83.5,0.01
17,28.5,73.5,1.7
17,28.5,74.5,1.22
17,28.5,75.5,0.69
17,28.5,76.5,0.09
17,28.5,77.5,-0.87
17,28.5,78.5,-0.31
17,28.5,79.5,0.71
17,28.5,80.5,1
17,28.5,81.5,0.55
17,28.5,82.5,1.02
17,29.5,73.5,1.24
17,29.5,74.5,2
17,29.5,75.5,1.8
17,29.5,76.5,0.64
17,29.5,77.5,-0.76
17,29.5,78.5,-0.35
17,29.5,79.5,0.46
17,29.5,80.5,0.45
17,30.5,74.5,1.66
17,30.5,75.5,2.3
17,30.5,76.5,1.55
17,30.5,77.5,3.3
17,30.5,78.5,-0.87
17,30.5,79.5,0.73
17,30.5,80.5,0.4
17,31.5,74.5,0.56
17,31.5,75.5,2.01
17,31.5,76.5,0.96
17,31.5,77.5,1.11
17,31.5,78.5,-1.33
17,31.5,79.5,0.08
17,31.5,80.5,1.49
17,32.5,74.5,-0.66
17,32.5,75.5,3.39
17,32.5,76.5,3.13
17,32.5,77.5,-2.11
17,32.5,78.5,0.06
17,32.5,79.5,2.23
17,32.5,80.5,2.24
17,32.5,92.5,-1.42
17,33.5,72.5,-0.46
17,33.5,75.5,-2.07
17,33.5,76.5,-3.64
17,33.5,77.5,0.56
17,33.5,78.5,-1.23
17,33.5,79.5,1
17,33.5,92.5,0.04
17,34.5,75.5,-1.15
17,34.5,76.5,-1.78
17,34.5,77.5,1.87
17,34.5,78.5,1.55
17,34.5,79.5,1.4
17,34.5,92.5,-0.27
17,35.5,76.5,0.01
17,35.5,77.5,-0.66
17,35.5,78.5,-0.69
17,35.5,79.5,1.63
17,35.5,92.5,0.14
17,36.5,73.5,0.24
17,36.5,76.5,-0.88
17,36.5,77.5,0.57
17,36.5,78.5,0.32
18,8.5,72.5,2.91
18,8.5,73.5,1.7
18,8.5,74.5,2.95
18,8.5,75.5,4.98
18,8.5,78.5,-0.09
18,9.5,73.5,2.66
18,9.5,74.5,2.26
18,9.5,75.5,2.9
18,9.5,76.5,1.88
18,9.5,77.5,2.25
18,9.5,78.5,1.82
18,9.5,79.5,-2.57
18,10.5,73.5,5.37
18,10.5,74.5,3.15
18,10.5,75.5,0.15
18,10.5,76.5,0.65
18,10.5,77.5,0.51
18,10.5,78.5,-1.53
18,10.5,79.5,-0.85
18,11.5,73.5,4.39
18,11.5,74.5,2.56
18,11.5,75.5,-5.82
18,11.5,76.5,0.32
18,11.5,77.5,-0.26
18,11.5,78.5,-1.14
18,11.5,79.5,1.35
18,12.5,74.5,-6.15
18,12.5,75.5,-4
18,12.5,76.5,-2.05
18,12.5,77.5,0.2
18,12.5,78.5,1.16
18,12.5,79.5,-0.05
18,13.5,74.5,0.02
18,13.5,75.5,-0.55
18,13.5,76.5,1.1
18,13.5,77.5,2.9
18,13.5,78.5,3.26
18,13.5,79.5,1.47
18,14.5,73.5,0.07
18,14.5,74.5,0.54
18,14.5,75.5,0.77
18,14.5,76.5,-1.61
18,14.5,77.5,0.25
18,14.5,78.5,0.93
18,14.5,79.5,-0.09
18,14.5,80.5,0.96
18,15.5,72.5,0.02
18,15.5,73.5,-0.75
18,15.5,74.5,-0.95
18,15.5,75.5,-1.07
18,15.5,76.5,-0.33
18,15.5,77.5,-1.74
18,15.5,78.5,-1.32
18,15.5,79.5,-1.78
18,15.5,80.5,-0.15
18,15.5,94.5,-1.61
18,15.5,95.5,-2.01
18,15.5,96.5,-2.78
18,16.5,70.5,-0.11
18,16.5,71.5,-0.09
18,16.5,72.5,-0.29
18,16.5,73.5,-0.13
18,16.5,74.5,-0.16
18,16.5,75.5,0.19
18,16.5,76.5,-0.04
18,16.5,77.5,-0.23
18,16.5,78.5,-0.2
18,16.5,79.5,-2.25
18,16.5,80.5,-1.99
18,16.5,81.5,-2.14
18,16.5,88.5,1.12
18,16.5,91.5,-0.71
18,16.5,92.5,-0.37
18,16.5,93.5,-0.67
18,16.5,94.5,-0.86
18,16.5,95.5,-0.87
18,16.5,96.5,-2.35
18,17.5,69.5,-1
18,17.5,70.5,-0.99
18,17.5,71.5,-0.8
18,17.5,72.5,-0.06
18,17.5,73.5,-0.19
18,17.5,74.5,0.29
18,17.5,75.5,0.12
18,17.5,76.5,-0.9
18,17.5,77.5,-0.57
18,17.5,78.5,-0.15
18,17.5,79.5,-0.36
18,17.5,80.5,-0.79
18,17.5,81.5,-0.82
18,17.5,82.5,0.58
18,17.5,83.5,1.18
18,17.5,84.5,2.18
18,17.5,88.5,0.03
18,17.5,89.5,-3.7
18,17.5,90.5,-3.72
18,17.5,91.5,-1.93
18,17.5,92.5,-0.78
18,17.5,93.5,-0.63
18,17.5,94.5,-1.05
18,17.5,95.5,-1.06
18,17.5,96.5,-2.54
18,18.5,70.5,-0.97
18,18.5,71.5,-1.41
18,18.5,72.5,-1.37
18,18.5,73.5,-0.28
18,18.5,74.5,0.01
18,18.5,75.5,-0.32
18,18.5,76.5,0.15
18,18.5,77.5,-1.08
18,18.5,78.5,-0.23
18,18.5,79.5,-0.66
18,18.5,80.5,-1.44
18,18.5,81.5,-1.44
18,18.5,82.5,0.77
18,18.5,83.5,0.91
18,18.5,84.5,1.21
18,18.5,85.5,0.71
18,18.5,86.5,1.58
18,18.5,87.5,-1.56
18,18.5,88.5,-2.87
18,18.5,89.5,1.5
18,18.5,90.5,-3.85
18,18.5,91.5,-3.05
18,18.5,92.5,-1.64
18,18.5,93.5,-0.55
18,18.5,94.5,-1.04
18,18.5,95.5,-1.42
18,19.5,70.5,-0.14
18,19.5,71.5,0.93
18,19.5,72.5,0.84
18,19.5,73.5,-1.13
18,19.5,74.5,-0.06
18,19.5,75.5,-0.27
18,19.5,76.5,-0.43
18,19.5,77.5,-0.08
18,19.5,78.5,-0.65
18,19.5,79.5,-0.61
18,19.5,80.5,-0.91
18,19.5,81.5,-1.09
18,19.5,82.5,-1.19
18,19.5,83.5,-0.56
18,19.5,84.5,0.17
18,19.5,85.5,-0.44
18,19.5,86.5,0.52
18,19.5,87.5,1.08
18,19.5,88.5,3.66
18,19.5,90.5,1.63
18,19.5,91.5,-2.72
18,19.5,92.5,-1.97
18,19.5,93.5,-1.29
18,19.5,94.5,0.12
18,20.5,68.5,2.55
18,20.5,69.5,2.09
18,20.5,70.5,0.55
18,20.5,71.5,2.02
18,20.5,72.5,0.61
18,20.5,73.5,1.2
18,20.5,74.5,-0.59
18,20.5,75.5,-0.22
18,20.5,76.5,-1.2
18,20.5,77.5,-1.07
18,20.5,78.5,-0.28
18,20.5,79.5,0.34
18,20.5,80.5,-0.27
18,20.5,81.5,0.16
18,20.5,82.5,-0.56
18,20.5,83.5,-0.49
18,20.5,84.5,0.64
18,20.5,85.5,-0.29
18,20.5,86.5,-0.84
18,20.5,87.5,-0.17
18,20.5,88.5,4.35
18,20.5,91.5,-1.4
18,20.5,92.5,-1.55
18,20.5,93.5,-1.27
18,20.5,94.5,-1.22
18,21.5,68.5,1.36
18,21.5,69.5,2.23
18,21.5,70.5,1.04
18,21.5,71.5,0.49
18,21.5,72.5,-1.38
18,21.5,73.5,-1.77
18,21.5,74.5,-0.59
18,21.5,75.5,-0.41
18,21.5,76.5,-0.67
18,21.5,77.5,-1.93
18,21.5,78.5,0.54
18,21.5,79.5,-1.56
18,21.5,80.5,-0.33
18,21.5,81.5,0.02
18,21.5,82.5,-0.78
18,21.5,83.5,1.44
18,21.5,84.5,-0.95
18,21.5,85.5,-1.65
18,21.5,86.5,1.86
18,21.5,87.5,0.96
18,21.5,88.5,0.83
18,21.5,91.5,-0.13
18,21.5,92.5,-0.81
18,21.5,93.5,-1.13
18,22.5,69.5,2.47
18,22.5,70.5,1.1
18,22.5,71.5,0.06
18,22.5,72.5,0.31
18,22.5,73.5,0.45
18,22.5,74.5,-0.03
18,22.5,75.5,-0.98
18,22.5,76.5,-0.79
18,22.5,77.5,0.34
18,22.5,78.5,0.79
18,22.5,79.5,-1.11
18,22.5,80.5,-0.29
18,22.5,81.5,-0.48
18,22.5,82.5,-2.82
18,22.5,83.5,-0.77
18,22.5,84.5,-0.87
18,22.5,85.5,0.67
18,22.5,86.5,5.23
18,22.5,87.5,0.3
18,22.5,88.5,-0.64
18,22.5,92.5,-0.28
18,23.5,69.5,1.38
18,23.5,70.5,1.34
18,23.5,71.5,1.68
18,23.5,72.5,0.49
18,23.5,73.5,0.56
18,23.5,74.5,-0.94
18,23.5,75.5,-0.69
18,23.5,76.5,-0.51
18,23.5,77.5,-1.48
18,23.5,78.5,-2.11
18,23.5,79.5,-2.41
18,23.5,80.5,-1.47
18,23.5,81.5,-2.53
18,23.5,82.5,-1.36
18,23.5,83.5,-0.56
18,23.5,84.5,1.68
18,23.5,85.5,3.42
18,23.5,86.5,4.78
18,23.5,87.5,1.11
18,23.5,88.5,0.78
18,24.5,70.5,2.14
18,24.5,71.5,1.63
18,24.5,72.5,2.13
18,24.5,73.5,0.96
18,24.5,74.5,-0.31
18,24.5,75.5,-0.11
18,24.5,76.5,-0.46
18,24.5,77.5,-0.82
18,24.5,78.5,-0.35
18,24.5,79.5,-1.24
18,24.5,80.5,2.06
18,24.5,81.5,-1.29
18,24.5,82.5,-1.52
18,24.5,83.5,3.95
18,24.5,84.5,3.93
18,24.5,85.5,2.17
18,24.5,86.5,2.78
18,25.5,72.5,3.26
18,25.5,73.5,1.58
18,25.5,74.5,-0.2
18,25.5,75.5,-0.36
18,25.5,76.5,-0.38
18,25.5,77.5,-0.35
18,25.5,78.5,0.19
18,25.5,79.5,1.81
18,25.5,80.5,1.01
18,25.5,81.5,2.7
18,25.5,82.5,1.65
18,25.5,83.5,3.52
18,25.5,84.5,3.05
18,25.5,85.5,1.11
18,26.5,72.5,0.92
18,26.5,73.5,0.92
18,26.5,74.5,-0.17
18,26.5,75.5,-1.33
18,26.5,76.5,-0.02
18,26.5,77.5,0.5
18,26.5,78.5,0.16
18,26.5,79.5,-0.39
18,26.5,80.5,1.57
18,26.5,81.5,1.01
18,26.5,82.5,1.65
18,26.5,83.5,2.75
18,26.5,84.5,2.43
18,27.5,73.5,1.21
18,27.5,74.5,-0.06
18,27.5,75.5,-0.74
18,27.5,76.5,-0.99
18,27.5,77.5,0.13
18,27.5,78.5,0.21
18,27.5,79.5,-0.12
18,27.5,80.5,1.05
18,27.5,81.5,0.07
18,27.5,82.5,0.06
18,27.5,83.5,-0.02
18,28.5,73.5,1.78
18,28.5,74.5,1.15
18,28.5,75.5,0.1
18,28.5,76.5,-0.43
18,28.5,77.5,-0.68
18,28.5,78.5,-0.49
18,28.5,79.5,0.33
18,28.5,80.5,0.74
18,28.5,81.5,0.24
18,28.5,82.5,0.72
18,29.5,73.5,1.26
18,29.5,74.5,1.91
18,29.5,75.5,1.19
18,29.5,76.5,0.06
18,29.5,77.5,-0.92
18,29.5,78.5,-0.55
18,29.5,79.5,0.13
18,29.5,80.5,0.12
18,30.5,74.5,1.54
18,30.5,75.5,2.07
18,30.5,76.5,1.38
18,30.5,77.5,3.01
18,30.5,78.5,-1.11
18,30.5,79.5,0.39
18,30.5,80.5,0.14
18,31.5,74.5,0.35
18,31.5,75.5,1.66
18,31.5,76.5,0.45
18,31.5,77.5,0.67
18,31.5,78.5,-1.4
18,31.5,79.5,-0.11
18,31.5,80.5,1.31
18,32.5,74.5,-0.88
18,32.5,75.5,2.96
18,32.5,76.5,2.59
18,32.5,77.5,-2.26
18,32.5,78.5,-0.11
18,32.5,79.5,2.21
18,32.5,80.5,2.17
18,32.5,92.5,-1.15
18,33.5,72.5,-0.61
18,33.5,75.5,-2.24
18,33.5,76.5,-3.47
18,33.5,77.5,0.45
18,33.5,78.5,-1.12
18,33.5,79.5,1.14
18,33.5,92.5,-0.17
18,34.5,75.5,-1.19
18,34.5,76.5,-1.67
18,34.5,77.5,1.85
18,34.5,78.5,1.81
18,34.5,79.5,1.85
18,34.5,92.5,-0.31
18,35.5,76.5,0.32
18,35.5,77.5,-0.44
18,35.5,78.5,-0.38
18,35.5,79.5,1.91
18,35.5,92.5,0.24
18,36.5,73.5,0.2
18,36.5,76.5,-0.58
18,36.5,77.5,0.76
18,36.5,78.5,0.46
19,8.5,72.5,3.96
19,8.5,73.5,2.74
19,8.5,74.5,4.04
19,8.5,75.5,5.91
19,8.5,78.5,-0.31
19,9.5,73.5,3.29
19,9.5,74.5,3.05
19,9.5,75.5,3.81
19,9.5,76.5,2.61
19,9.5,77.5,2.98
19,9.5,78.5,2.56
19,9.5,79.5,-2.51
19,10.5,73.5,5.61
19,10.5,74.5,3.55
19,10.5,75.5,0.86
19,10.5,76.5,1.44
19,10.5,77.5,1.43
19,10.5,78.5,-0.95
19,10.5,79.5,-0.22
19,11.5,73.5,3.98
19,11.5,74.5,2.51
19,11.5,75.5,-5.62
19,11.5,76.5,1.11
19,11.5,77.5,0.76
19,11.5,78.5,-0.32
19,11.5,79.5,1.95
19,12.5,74.5,-6.82
19,12.5,75.5,-4.97
19,12.5,76.5,-1.84
19,12.5,77.5,0.67
19,12.5,78.5,1.84
19,12.5,79.5,0.4
19,13.5,74.5,-1.25
19,13.5,75.5,-2.14
19,13.5,76.5,0.59
19,13.5,77.5,3.05
19,13.5,78.5,3.39
19,13.5,79.5,1.5
19,14.5,73.5,-0.27
19,14.5,74.5,-0.44
19,14.5,75.5,-0.06
19,14.5,76.5,-2.04
19,14.5,77.5,0.15
19,14.5,78.5,1.09
19,14.5,79.5,0.18
19,14.5,80.5,1.09
19,15.5,72.5,0.51
19,15.5,73.5,-0.42
19,15.5,74.5,-0.71
19,15.5,75.5,-1.05
19,15.5,76.5,-0.19
19,15.5,77.5,-1.54
19,15.5,78.5,-1.18
19,15.5,79.5,-1.77
19,15.5,80.5,-0.18
19,15.5,94.5,-1.13
19,15.5,95.5,0.99
19,15.5,96.5,0.33
19,16.5,70.5,0.29
19,16.5,71.5,0.23
19,16.5,72.5,0.2
19,16.5,73.5,0.34
19,16.5,74.5,0.17
19,16.5,75.5,0.52
19,16.5,76.5,0.47
19,16.5,77.5,0.4
19,16.5,78.5,-0.01
19,16.5,79.5,-1.91
19,16.5,80.5,-1.87
19,16.5,81.5,-2.34
19,16.5,88.5,1.41
19,16.5,91.5,0.04
19,16.5,92.5,0.37
19,16.5,93.5,-0.14
19,16.5,94.5,-0.75
19,16.5,95.5,-1.33
19,16.5,96.5,-1.75
19,17.5,69.5,-0.51
19,17.5,70.5,-0.64
19,17.5,71.5,-0.43
19,17.5,72.5,0.32
19,17.5,73.5,-0.06
19,17.5,74.5,0.69
19,17.5,75.5,0.78
19,17.5,76.5,-0.19
19,17.5,77.5,0.31
19,17.5,78.5,0.24
19,17.5,79.5,-0.21
19,17.5,80.5,-0.7
19,17.5,81.5,-0.75
19,17.5,82.5,0.13
19,17.5,83.5,0.64
19,17.5,84.5,2.05
19,17.5,88.5,0.67
19,17.5,89.5,-2.78
19,17.5,90.5,-2.5
19,17.5,91.5,-0.53
19,17.5,92.5,0.15
19,17.5,93.5,-0.2
19,17.5,94.5,-0.95
19,17.5,95.5,-1.1
19,17.5,96.5,-1.39
19,18.5,70.5,-0.44
19,18.5,71.5,-1
19,18.5,72.5,-1.15
19,18.5,73.5,-0.02
19,18.5,74.5,0.36
19,18.5,75.5,0.07
19,18.5,76.5,0.53
19,18.5,77.5,-0.77
19,18.5,78.5,-0.17
19,18.5,79.5,-0.71
19,18.5,80.5,-1.64
19,18.5,81.5,-1.75
19,18.5,82.5,0.08
19,18.5,83.5,0.49
19,18.5,84.5,1.39
19,18.5,85.5,1.37
19,18.5,86.5,2.97
19,18.5,87.5,-0.69
19,18.5,88.5,-2.1
19,18.5,89.5,2.32
19,18.5,90.5,-2.45
19,18.5,91.5,-1.77
19,18.5,92.5,-0.96
19,18.5,93.5,-0.02
19,18.5,94.5,-0.81
19,18.5,95.5,-1.06
19,19.5,70.5,0.63
19,19.5,71.5,1.27
19,19.5,72.5,1.14
19,19.5,73.5,-0.8
19,19.5,74.5,0.01
19,19.5,75.5,-0.2
19,19.5,76.5,-0.39
19,19.5,77.5,0.42
19,19.5,78.5,-0.47
19,19.5,79.5,-0.58
19,19.5,80.5,-0.71
19,19.5,81.5,-0.98
19,19.5,82.5,-1.21
19,19.5,83.5,-0.21
19,19.5,84.5,0.86
19,19.5,85.5,0.79
19,19.5,86.5,1.49
19,19.5,87.5,2.17
19,19.5,88.5,4.7
19,19.5,90.5,2.66
19,19.5,91.5,-1.95
19,19.5,92.5,-1.58
19,19.5,93.5,-0.66
19,19.5,94.5,0.51
19,20.5,68.5,2.75
19,20.5,69.5,2.3
19,20.5,70.5,0.82
19,20.5,71.5,2.22
19,20.5,72.5,1.17
19,20.5,73.5,1.62
19,20.5,74.5,-0.07
19,20.5,75.5,0.24
19,20.5,76.5,-0.74
19,20.5,77.5,-0.33
19,20.5,78.5,0.01
19,20.5,79.5,0.61
19,20.5,80.5,0.21
19,20.5,81.5,0.52
19,20.5,82.5,-0.17
19,20.5,83.5,-0.03
19,20.5,84.5,1.5
19,20.5,85.5,0.57
19,20.5,86.5,0.58
19,20.5,87.5,1.09
19,20.5,88.5,5.5
19,20.5,91.5,-0.77
19,20.5,92.5,-1.03
19,20.5,93.5,-1.09
19,20.5,94.5,-0.66
19,21.5,68.5,1.44
19,21.5,69.5,2.52
19,21.5,70.5,1.22
19,21.5,71.5,0.69
19,21.5,72.5,-0.75
19,21.5,73.5,-0.98
19,21.5,74.5,-0.05
19,21.5,75.5,0.25
19,21.5,76.5,0.02
19,21.5,77.5,-1.14
19,21.5,78.5,0.79
19,21.5,79.5,-1.26
19,21.5,80.5,0.26
19,21.5,81.5,0.64
19,21.5,82.5,-0.25
19,21.5,83.5,1.87
19,21.5,84.5,0.18
19,21.5,85.5,0.26
19,21.5,86.5,3.1
19,21.5,87.5,1.89
19,21.5,88.5,1.6
19,21.5,91.5,0.59
19,21.5,92.5,-0.02
19,21.5,93.5,-0.5
19,22.5,69.5,2.62
19,22.5,70.5,1.64
19,22.5,71.5,0.57
19,22.5,72.5,0.91
19,22.5,73.5,0.98
19,22.5,74.5,-0.02
19,22.5,75.5,-0.71
19,22.5,76.5,-0.48
19,22.5,77.5,0.38
19,22.5,78.5,0.54
19,22.5,79.5,-1.19
19,22.5,80.5,-0.22
19,22.5,81.5,-0.15
19,22.5,82.5,-2.04
19,22.5,83.5,0.23
19,22.5,84.5,0.13
19,22.5,85.5,1.47
19,22.5,86.5,5.59
19,22.5,87.5,0.84
19,22.5,88.5,-0.02
19,22.5,92.5,0.68
19,23.5,69.5,1.79
19,23.5,70.5,2.05
19,23.5,71.5,2.42
19,23.5,72.5,1.01
19,23.5,73.5,0.66
19,23.5,74.5,-1.15
19,23.5,75.5,-0.66
19,23.5,76.5,-0.05
19,23.5,77.5,-1.42
19,23.5,78.5,-2.41
19,23.5,79.5,-2.56
19,23.5,80.5,-1.69
19,23.5,81.5,-2.52
19,23.5,82.5,-1.22
19,23.5,83.5,-0.31
19,23.5,84.5,1.61
19,23.5,85.5,3.2
19,23.5,86.5,4.62
19,23.5,87.5,1.54
19,23.5,88.5,1.15
19,24.5,70.5,2.64
19,24.5,71.5,2.13
19,24.5,72.5,2.78
19,24.5,73.5,1.26
19,24.5,74.5,-0.63
19,24.5,75.5,-0.26
19,24.5,76.5,-0.49
19,24.5,77.5,-0.89
19,24.5,78.5,-0.63
19,24.5,79.5,-1.34
19,24.5,80.5,2.11
19,24.5,81.5,-0.84
19,24.5,82.5,-0.84
19,24.5,83.5,3.93
19,24.5,84.5,3.6
19,24.5,85.5,1.81
19,24.5,86.5,2.88
19,25.5,72.5,3.9
19,25.5,73.5,2.06
19,25.5,74.5,-0.56
19,25.5,75.5,-0.72
19,25.5,76.5,-0.45
19,25.5,77.5,-0.79
19,25.5,78.5,-0.66
19,25.5,79.5,1.62
19,25.5,80.5,1.22
19,25.5,81.5,3.2
19,25.5,82.5,1.91
19,25.5,83.5,3.67
19,25.5,84.5,2.89
19,25.5,85.5,1.13
19,26.5,72.5,1.55
19,26.5,73.5,1.29
19,26.5,74.5,-0.2
19,26.5,75.5,-1.22
19,26.5,76.5,-0.56
19,26.5,77.5,-0.57
19,26.5,78.5,-1.14
19,26.5,79.5,-0.72
19,26.5,80.5,2.03
19,26.5,81.5,1.06
19,26.5,82.5,1.66
19,26.5,83.5,2.72
19,26.5,84.5,2.34
19,27.5,73.5,1.91
19,27.5,74.5,0.42
19,27.5,75.5,-0.61
19,27.5,76.5,-1.85
19,27.5,77.5,-1.36
19,27.5,78.5,-0.78
19,27.5,79.5,-0.33
19,27.5,80.5,1.44
19,27.5,81.5,0.6
19,27.5,82.5,0.3
19,27.5,83.5,0.14
19,28.5,73.5,2.58
19,28.5,74.5,1.92
19,28.5,75.5,0.35
19,28.5,76.5,-1.2
19,28.5,77.5,-1.89
19,28.5,78.5,-0.93
19,28.5,79.5,0.38
19,28.5,80.5,1.06
19,28.5,81.5,0.75
19,28.5,82.5,1.16
19,29.5,73.5,1.87
19,29.5,74.5,2.65
19,29.5,75.5,1.64
19,29.5,76.5,-0.29
19,29.5,77.5,-1.52
19,29.5,78.5,-0.61
19,29.5,79.5,0.09
19,29.5,80.5,0.19
19,30.5,74.5,2.28
19,30.5,75.5,2.65
19,30.5,76.5,1.2
19,30.5,77.5,2.79
19,30.5,78.5,-1.04
19,30.5,79.5,0.24
19,30.5,80.5,0.11
19,31.5,74.5,0.91
19,31.5,75.5,2.23
19,31.5,76.5,0.38
19,31.5,77.5,0.73
19,31.5,78.5,-1.36
19,31.5,79.5,-0.33
19,31.5,80.5,1.5
19,32.5,74.5,-0.77
19,32.5,75.5,3.31
19,32.5,76.5,2.37
19,32.5,77.5,-2.58
19,32.5,78.5,0.29
19,32.5,79.5,2.55
19,32.5,80.5,2.45
19,32.5,92.5,-1.13
19,33.5,72.5,-0.63
19,33.5,75.5,-1.98
19,33.5,76.5,-3.33
19,33.5,77.5,0.47
19,33.5,78.5,-0.8
19,33.5,79.5,1.12
19,33.5,92.5,-0.01
19,34.5,75.5,-1.23
19,34.5,76.5,-1.53
19,34.5,77.5,2.11
19,34.5,78.5,2.05
19,34.5,79.5,1.59
19,34.5,92.5,-0.16
19,35.5,76.5,0.27
19,35.5,77.5,-0.27
19,35.5,78.5,-0.61
19,35.5,79.5,1.78
19,35.5,92.5,0.35
19,36.5,73.5,0.2
19,36.5,76.5,-0.7
19,36.5,77.5,0.68
19,36.5,78.5,0.15
20,8.5,72.5,4.03
20,8.5,73.5,2.75
20,8.5,74.5,4.05
20,8.5,75.5,5.94
20,8.5,78.5,-1.37
20,9.5,73.5,3.31
20,9.5,74.5,2.95
20,9.5,75.5,3.69
20,9.5,76.5,2.75
20,9.5,77.5,3.44
20,9.5,78.5,3.07
20,9.5,79.5,-2.14
20,10.5,73.5,5.81
20,10.5,74.5,3.48
20,10.5,75.5,0.91
20,10.5,76.5,1.79
20,10.5,77.5,2.19
20,10.5,78.5,-0.09
20,10.5,79.5,0.51
20,11.5,73.5,4.57
20,11.5,74.5,3.25
20,11.5,75.5,-5.17
20,11.5,76.5,1.95
20,11.5,77.5,1.34
20,11.5,78.5,0.04
20,11.5,79.5,2.57
20,12.5,74.5,-6.43
20,12.5,75.5,-4.49
20,12.5,76.5,-1.68
20,12.5,77.5,1.04
20,12.5,78.5,2.52
20,12.5,79.5,1
20,13.5,74.5,-0.36
20,13.5,75.5,-1.09
20,13.5,76.5,1.21
20,13.5,77.5,3.29
20,13.5,78.5,3.79
20,13.5,79.5,2.06
20,14.5,73.5,-0.3
20,14.5,74.5,-0.05
20,14.5,75.5,0.41
20,14.5,76.5,-1.9
20,14.5,77.5,-0.17
20,14.5,78.5,0.78
20,14.5,79.5,0.04
20,14.5,80.5,1.36
20,15.5,72.5,-0.14
20,15.5,73.5,-0.68
20,15.5,74.5,-0.52
20,15.5,75.5,-0.86
20,15.5,76.5,-0.35
20,15.5,77.5,-1.99
20,15.5,78.5,-1.96
20,15.5,79.5,-2.14
20,15.5,80.5,-0.21
20,15.5,94.5,0.66
20,15.5,95.5,1.6
20,15.5,96.5,0.92
20,16.5,70.5,-0.06
20,16.5,71.5,-0.16
20,16.5,72.5,-0.36
20,16.5,73.5,-0.44
20,16.5,74.5,-0.17
20,16.5,75.5,0.24
20,16.5,76.5,0.39
20,16.5,77.5,-0.02
20,16.5,78.5,0.02
20,16.5,79.5,-1.96
20,16.5,80.5,-1.58
20,16.5,81.5,-1.84
20,16.5,88.5,2.29
20,16.5,91.5,0.99
20,16.5,92.5,1.19
20,16.5,93.5,1.27
20,16.5,94.5,1.19
20,16.5,95.5,1.04
20,16.5,96.5,0.46
20,17.5,69.5,-0.88
20,17.5,70.5,-0.9
20,17.5,71.5,-0.75
20,17.5,72.5,0.02
20,17.5,73.5,-0.18
20,17.5,74.5,0.46
20,17.5,75.5,0.44
20,17.5,76.5,-0.18
20,17.5,77.5,0.31
20,17.5,78.5,0.41
20,17.5,79.5,0.43
20,17.5,80.5,-0.09
20,17.5,81.5,0.04
20,17.5,82.5,0.43
20,17.5,83.5,0.71
20,17.5,84.5,2.21
20,17.5,88.5,1.36
20,17.5,89.5,-1.99
20,17.5,90.5,-2.11
20,17.5,91.5,0.19
20,17.5,92.5,1.09
20,17.5,93.5,1.25
20,17.5,94.5,0.68
20,17.5,95.5,0.83
20,17.5,96.5,0.37
20,18.5,70.5,-1.06
20,18.5,71.5,-1.36
20,18.5,72.5,-1.34
20,18.5,73.5,0.01
20,18.5,74.5,-0.02
20,18.5,75.5,-0.13
20,18.5,76.5,0.58
20,18.5,77.5,-0.36
20,18.5,78.5,0.01
20,18.5,79.5,-0.12
20,18.5,80.5,-0.77
20,18.5,81.5,-0.83
20,18.5,82.5,0.47
20,18.5,83.5,1.24
20,18.5,84.5,1.77
20,18.5,85.5,1.76
20,18.5,86.5,3.06
20,18.5,87.5,-0.02
20,18.5,88.5,-1.44
20,18.5,89.5,2.45
20,18.5,90.5,-2.14
20,18.5,91.5,-1.48
20,18.5,92.5,-0.03
20,18.5,93.5,1.07
20,18.5,94.5,0.62
20,18.5,95.5,0.67
20,19.5,70.5,0.05
20,19.5,71.5,1.27
20,19.5,72.5,1.36
20,19.5,73.5,-0.63
20,19.5,74.5,-0.04
20,19.5,75.5,-0.23
20,19.5,76.5,-0.32
20,19.5,77.5,0.38
20,19.5,78.5,-0.28
20,19.5,79.5,-0.24
20,19.5,80.5,-0.56
20,19.5,81.5,-0.58
20,19.5,82.5,-0.65
20,19.5,83.5,0.26
20,19.5,84.5,1.21
20,19.5,85.5,0.44
20,19.5,86.5,1.41
20,19.5,87.5,2.66
20,19.5,88.5,4.99
